./dataset/Shanghai_partB/train_images/1_1.jpg,./dataset/Shanghai_partB/train_den_images/1_1.png
./dataset/Shanghai_partB/train_images/1_2.jpg,./dataset/Shanghai_partB/train_den_images/1_2.png
./dataset/Shanghai_partB/train_images/1_3.jpg,./dataset/Shanghai_partB/train_den_images/1_3.png
./dataset/Shanghai_partB/train_images/1_4.jpg,./dataset/Shanghai_partB/train_den_images/1_4.png
./dataset/Shanghai_partB/train_images/1_5.jpg,./dataset/Shanghai_partB/train_den_images/1_5.png
./dataset/Shanghai_partB/train_images/1_6.jpg,./dataset/Shanghai_partB/train_den_images/1_6.png
./dataset/Shanghai_partB/train_images/1_7.jpg,./dataset/Shanghai_partB/train_den_images/1_7.png
./dataset/Shanghai_partB/train_images/1_8.jpg,./dataset/Shanghai_partB/train_den_images/1_8.png
./dataset/Shanghai_partB/train_images/1_9.jpg,./dataset/Shanghai_partB/train_den_images/1_9.png
./dataset/Shanghai_partB/train_images/1_10.jpg,./dataset/Shanghai_partB/train_den_images/1_10.png
./dataset/Shanghai_partB/train_images/1_11.jpg,./dataset/Shanghai_partB/train_den_images/1_11.png
./dataset/Shanghai_partB/train_images/1_12.jpg,./dataset/Shanghai_partB/train_den_images/1_12.png
./dataset/Shanghai_partB/train_images/1_13.jpg,./dataset/Shanghai_partB/train_den_images/1_13.png
./dataset/Shanghai_partB/train_images/1_14.jpg,./dataset/Shanghai_partB/train_den_images/1_14.png
./dataset/Shanghai_partB/train_images/1_15.jpg,./dataset/Shanghai_partB/train_den_images/1_15.png
./dataset/Shanghai_partB/train_images/2_1.jpg,./dataset/Shanghai_partB/train_den_images/2_1.png
./dataset/Shanghai_partB/train_images/2_2.jpg,./dataset/Shanghai_partB/train_den_images/2_2.png
./dataset/Shanghai_partB/train_images/2_3.jpg,./dataset/Shanghai_partB/train_den_images/2_3.png
./dataset/Shanghai_partB/train_images/2_4.jpg,./dataset/Shanghai_partB/train_den_images/2_4.png
./dataset/Shanghai_partB/train_images/2_5.jpg,./dataset/Shanghai_partB/train_den_images/2_5.png
./dataset/Shanghai_partB/train_images/2_6.jpg,./dataset/Shanghai_partB/train_den_images/2_6.png
./dataset/Shanghai_partB/train_images/2_7.jpg,./dataset/Shanghai_partB/train_den_images/2_7.png
./dataset/Shanghai_partB/train_images/2_8.jpg,./dataset/Shanghai_partB/train_den_images/2_8.png
./dataset/Shanghai_partB/train_images/2_9.jpg,./dataset/Shanghai_partB/train_den_images/2_9.png
./dataset/Shanghai_partB/train_images/2_10.jpg,./dataset/Shanghai_partB/train_den_images/2_10.png
./dataset/Shanghai_partB/train_images/2_11.jpg,./dataset/Shanghai_partB/train_den_images/2_11.png
./dataset/Shanghai_partB/train_images/2_12.jpg,./dataset/Shanghai_partB/train_den_images/2_12.png
./dataset/Shanghai_partB/train_images/2_13.jpg,./dataset/Shanghai_partB/train_den_images/2_13.png
./dataset/Shanghai_partB/train_images/2_14.jpg,./dataset/Shanghai_partB/train_den_images/2_14.png
